target,association_coeff,neg,neu,pos
0,0.11904761904761904,0.0,1.0,0.0
1,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,0.595,0.405
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,0.841,0.159
1,0.11904761904761904,0.108,0.762,0.13
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.342,0.658,0.0
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,0.65,0.35
0,0.11904761904761904,0.0,1.0,0.0
1,0.11904761904761904,0.242,0.67,0.088
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.259,0.741,0.0
0,0.11904761904761904,0.206,0.794,0.0
0,0.11904761904761904,0.0,0.828,0.172
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.188,0.676,0.135
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,0.815,0.185
0,0.11904761904761904,0.352,0.648,0.0
1,0.11904761904761904,0.078,0.828,0.094
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,1.0,0.0
0,0.11904761904761904,0.0,0.8,0.2
0,0.14705882352941177,0.0,0.813,0.187
0,0.14705882352941177,0.0,0.827,0.173
0,0.14705882352941177,0.0,0.827,0.173
0,0.14705882352941177,0.0,0.796,0.204
0,0.14705882352941177,0.0,0.796,0.204
0,0.14705882352941177,0.0,0.827,0.173
0,0.14705882352941177,0.0,1.0,0.0
0,0.14705882352941177,0.0,0.798,0.202
1,0.14705882352941177,0.0,1.0,0.0
0,0.14705882352941177,0.0,1.0,0.0
1,0.14705882352941177,0.138,0.73,0.132
0,0.14705882352941177,0.0,1.0,0.0
1,0.14705882352941177,0.0,0.827,0.173
0,0.14705882352941177,0.0,1.0,0.0
0,0.14705882352941177,0.0,0.827,0.173
1,0.14705882352941177,0.0,1.0,0.0
0,0.14705882352941177,0.0,1.0,0.0
0,0.14705882352941177,0.0,0.839,0.161
0,0.14705882352941177,0.0,0.813,0.187
0,0.14705882352941177,0.0,0.827,0.173
0,0.14705882352941177,0.0,1.0,0.0
0,0.14705882352941177,0.0,0.813,0.187
0,0.14705882352941177,0.123,0.766,0.111
0,0.14705882352941177,0.214,0.786,0.0
0,0.14705882352941177,0.0,0.813,0.187
0,0.14705882352941177,0.0,0.796,0.204
0,0.14705882352941177,0.0,0.813,0.187
0,0.14705882352941177,0.0,0.796,0.204
0,0.14705882352941177,0.0,1.0,0.0
1,0.14705882352941177,0.341,0.475,0.184
0,0.14705882352941177,0.214,0.786,0.0
0,0.14705882352941177,0.214,0.786,0.0
0,0.14705882352941177,0.0,0.827,0.173
0,0.14705882352941177,0.0,0.813,0.187
0,0.6875,0.472,0.41,0.118
1,0.6875,0.147,0.628,0.225
1,0.6875,0.242,0.615,0.143
0,0.6875,0.0,1.0,0.0
1,0.6875,0.462,0.538,0.0
1,0.6875,0.128,0.872,0.0
1,0.6875,0.321,0.679,0.0
1,0.6875,0.321,0.679,0.0
0,0.6875,0.0,1.0,0.0
0,0.6875,0.0,0.833,0.167
0,0.6875,0.0,1.0,0.0
1,0.6875,0.18,0.82,0.0
1,0.6875,0.167,0.833,0.0
1,0.6875,0.389,0.611,0.0
1,0.6875,0.613,0.387,0.0
1,0.6875,0.155,0.845,0.0
1,0.6875,0.307,0.693,0.0
0,0.6875,0.234,0.766,0.0
1,0.6875,0.136,0.864,0.0
1,0.6875,0.0,1.0,0.0
0,0.6875,0.0,0.845,0.155
0,0.6875,0.0,1.0,0.0
1,0.6875,0.155,0.845,0.0
1,0.6875,0.321,0.679,0.0
0,0.6875,0.0,0.855,0.145
0,0.6875,0.0,0.833,0.167
1,0.6875,0.321,0.679,0.0
1,0.6875,0.0,0.82,0.18
1,0.6875,0.155,0.845,0.0
1,0.6875,0.486,0.514,0.0
1,0.6875,0.145,0.855,0.0
1,0.6875,0.18,0.82,0.0
1,0.23529411764705882,0.425,0.575,0.0
0,0.23529411764705882,0.0,0.639,0.361
1,0.23529411764705882,0.341,0.659,0.0
0,0.23529411764705882,0.0,1.0,0.0
1,0.23529411764705882,0.5,0.5,0.0
1,0.23529411764705882,0.18,0.82,0.0
0,0.23529411764705882,0.0,0.8,0.2
0,0.23529411764705882,0.623,0.377,0.0
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.152,0.848,0.0
0,0.23529411764705882,0.0,0.823,0.177
1,0.23529411764705882,0.193,0.807,0.0
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.407,0.593,0.0
0,0.23529411764705882,0.0,0.724,0.276
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.0,0.748,0.252
0,0.23529411764705882,0.181,0.819,0.0
0,0.23529411764705882,0.474,0.526,0.0
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.0,0.191,0.809
1,0.23529411764705882,0.307,0.693,0.0
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.247,0.753,0.0
1,0.23529411764705882,0.211,0.789,0.0
0,0.23529411764705882,0.0,0.663,0.337
0,0.23529411764705882,0.0,1.0,0.0
0,0.23529411764705882,0.192,0.495,0.313
0,0.23529411764705882,0.439,0.561,0.0
0,0.23529411764705882,0.0,0.741,0.259
0,0.23529411764705882,0.122,0.783,0.096
0,0.23529411764705882,0.318,0.346,0.336
1,0.23529411764705882,0.131,0.595,0.274
1,0.647887323943662,0.201,0.584,0.214
0,0.647887323943662,0.0,0.649,0.351
1,0.647887323943662,0.467,0.533,0.0
1,0.647887323943662,0.565,0.435,0.0
0,0.647887323943662,0.271,0.729,0.0
1,0.647887323943662,0.294,0.611,0.095
1,0.647887323943662,0.429,0.571,0.0
0,0.647887323943662,0.15,0.676,0.174
1,0.647887323943662,0.455,0.545,0.0
1,0.647887323943662,0.325,0.675,0.0
1,0.647887323943662,0.398,0.602,0.0
1,0.647887323943662,0.431,0.569,0.0
1,0.647887323943662,0.367,0.633,0.0
1,0.647887323943662,0.5,0.5,0.0
1,0.647887323943662,0.274,0.558,0.168
1,0.647887323943662,0.348,0.652,0.0
1,0.647887323943662,0.371,0.629,0.0
0,0.647887323943662,0.326,0.507,0.168
0,0.647887323943662,0.223,0.647,0.13
0,0.647887323943662,0.311,0.532,0.157
1,0.647887323943662,0.256,0.744,0.0
1,0.647887323943662,0.308,0.579,0.113
1,0.647887323943662,0.193,0.807,0.0
0,0.647887323943662,0.457,0.315,0.228
1,0.647887323943662,0.371,0.629,0.0
1,0.647887323943662,0.169,0.741,0.091
1,0.647887323943662,0.536,0.464,0.0
1,0.647887323943662,0.334,0.584,0.082
1,0.647887323943662,0.467,0.533,0.0
1,0.647887323943662,0.124,0.876,0.0
0,0.647887323943662,0.254,0.746,0.0
0,0.647887323943662,0.0,1.0,0.0
1,0.647887323943662,0.237,0.763,0.0
0,0.647887323943662,0.185,0.596,0.22
1,0.647887323943662,0.412,0.588,0.0
0,0.647887323943662,0.838,0.162,0.0
0,0.647887323943662,0.3,0.7,0.0
1,0.647887323943662,0.451,0.549,0.0
0,0.647887323943662,0.136,0.864,0.0
0,0.647887323943662,0.6,0.4,0.0
0,0.647887323943662,0.462,0.359,0.179
0,0.647887323943662,0.136,0.864,0.0
0,0.647887323943662,0.208,0.792,0.0
1,0.647887323943662,0.214,0.786,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.148,0.739,0.113
1,0.647887323943662,0.375,0.625,0.0
1,0.647887323943662,0.158,0.842,0.0
0,0.647887323943662,0.231,0.769,0.0
0,0.647887323943662,0.462,0.308,0.231
0,0.647887323943662,0.249,0.657,0.093
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
0,0.647887323943662,0.413,0.587,0.0
1,0.647887323943662,0.368,0.632,0.0
0,0.647887323943662,0.263,0.618,0.118
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
0,0.647887323943662,0.153,0.664,0.183
1,0.647887323943662,0.158,0.842,0.0
0,0.647887323943662,0.268,0.732,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.158,0.842,0.0
1,0.647887323943662,0.197,0.803,0.0
1,0.647887323943662,0.158,0.842,0.0
0,0.647887323943662,0.273,0.727,0.0
1,0.647887323943662,0.158,0.842,0.0
0,0.13333333333333333,0.0,0.889,0.111
0,0.13333333333333333,0.0,0.741,0.259
0,0.13333333333333333,0.293,0.435,0.272
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.198,0.642,0.16
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,0.763,0.237
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,0.824,0.176
0,0.13333333333333333,0.0,0.553,0.447
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,0.67,0.33
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,0.682,0.318
0,0.13333333333333333,0.0,0.623,0.377
0,0.13333333333333333,0.0,0.824,0.176
1,0.13333333333333333,0.0,0.828,0.172
0,0.13333333333333333,0.0,0.496,0.504
1,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,0.785,0.215
0,0.13333333333333333,0.0,0.87,0.13
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,1.0,0.0
0,0.13333333333333333,0.0,1.0,0.0
1,0.13333333333333333,0.0,1.0,0.0
1,0.13333333333333333,0.0,0.802,0.198
0,0.13333333333333333,0.21,0.571,0.219
1,0.19230769230769232,0.354,0.646,0.0
1,0.19230769230769232,0.336,0.488,0.176
0,0.19230769230769232,0.371,0.629,0.0
0,0.19230769230769232,0.148,0.852,0.0
0,0.19230769230769232,0.204,0.796,0.0
1,0.19230769230769232,0.334,0.524,0.142
0,0.19230769230769232,0.12,0.785,0.095
0,0.19230769230769232,0.455,0.469,0.076
0,0.19230769230769232,0.209,0.63,0.161
1,0.19230769230769232,0.293,0.707,0.0
0,0.19230769230769232,0.126,0.874,0.0
0,0.19230769230769232,0.271,0.729,0.0
0,0.19230769230769232,0.526,0.474,0.0
0,0.19230769230769232,0.224,0.776,0.0
0,0.19230769230769232,0.173,0.667,0.16
0,0.19230769230769232,0.0,1.0,0.0
1,0.19230769230769232,0.142,0.71,0.148
0,0.19230769230769232,0.0,0.543,0.457
0,0.19230769230769232,0.456,0.351,0.193
0,0.19230769230769232,0.111,0.812,0.077
0,0.19230769230769232,0.194,0.387,0.419
0,0.19230769230769232,0.394,0.606,0.0
0,0.19230769230769232,0.354,0.646,0.0
0,0.19230769230769232,0.279,0.721,0.0
0,0.19230769230769232,0.0,1.0,0.0
0,0.19230769230769232,0.078,0.825,0.097
1,0.6417910447761194,0.136,0.864,0.0
0,0.6417910447761194,0.196,0.804,0.0
0,0.6417910447761194,0.136,0.864,0.0
1,0.6417910447761194,0.128,0.872,0.0
1,0.6417910447761194,0.167,0.833,0.0
0,0.6417910447761194,0.145,0.855,0.0
1,0.6417910447761194,0.128,0.872,0.0
1,0.6417910447761194,0.104,0.896,0.0
1,0.6417910447761194,0.203,0.693,0.104
0,0.6417910447761194,0.18,0.82,0.0
0,0.6417910447761194,0.0,0.892,0.108
0,0.6417910447761194,0.128,0.872,0.0
1,0.6417910447761194,0.0,0.896,0.104
1,0.6417910447761194,0.0,1.0,0.0
1,0.6417910447761194,0.136,0.864,0.0
1,0.6417910447761194,0.115,0.885,0.0
0,0.6417910447761194,0.098,0.802,0.1
1,0.6417910447761194,0.246,0.754,0.0
0,0.6417910447761194,0.136,0.864,0.0
1,0.6417910447761194,0.145,0.855,0.0
1,0.6417910447761194,0.206,0.794,0.0
0,0.6417910447761194,0.167,0.833,0.0
0,0.6417910447761194,0.121,0.659,0.22
1,0.6417910447761194,0.293,0.707,0.0
0,0.6417910447761194,0.196,0.804,0.0
1,0.6417910447761194,0.151,0.849,0.0
1,0.6417910447761194,0.0,0.898,0.102
0,0.6417910447761194,0.145,0.855,0.0
1,0.6417910447761194,0.128,0.872,0.0
1,0.6417910447761194,0.186,0.814,0.0
1,0.6417910447761194,0.145,0.855,0.0
1,0.6417910447761194,0.145,0.855,0.0
0,0.6417910447761194,0.216,0.784,0.0
0,0.6417910447761194,0.145,0.855,0.0
1,0.6417910447761194,0.0,0.898,0.102
1,0.6417910447761194,0.128,0.872,0.0
0,0.6417910447761194,0.086,0.649,0.265
1,0.6417910447761194,0.464,0.536,0.0
1,0.6417910447761194,0.0,0.813,0.187
1,0.6417910447761194,0.0,0.843,0.157
0,0.6417910447761194,0.14,0.86,0.0
1,0.6417910447761194,0.0,1.0,0.0
1,0.6417910447761194,0.184,0.567,0.248
1,0.6417910447761194,0.291,0.709,0.0
1,0.6417910447761194,0.0,0.833,0.167
0,0.6417910447761194,0.0,0.687,0.313
0,0.6417910447761194,0.147,0.681,0.173
1,0.6417910447761194,0.0,1.0,0.0
1,0.6417910447761194,0.141,0.779,0.08
1,0.6417910447761194,0.379,0.621,0.0
1,0.6417910447761194,0.0,1.0,0.0
0,0.6417910447761194,0.464,0.536,0.0
1,0.6417910447761194,0.0,0.443,0.557
1,0.6417910447761194,0.0,1.0,0.0
0,0.6417910447761194,0.0,0.838,0.162
1,0.6417910447761194,0.0,0.856,0.144
0,0.6417910447761194,0.197,0.652,0.151
1,0.6417910447761194,0.464,0.536,0.0
0,0.6417910447761194,0.0,1.0,0.0
1,0.6417910447761194,0.0,1.0,0.0
1,0.6417910447761194,0.0,1.0,0.0
0,0.6417910447761194,0.464,0.536,0.0
1,0.6417910447761194,0.0,1.0,0.0
0,0.6417910447761194,0.197,0.803,0.0
1,0.6417910447761194,0.134,0.776,0.091
1,0.6417910447761194,0.362,0.638,0.0
1,0.6417910447761194,0.167,0.833,0.0
0,0.08333333333333333,0.0,1.0,0.0
0,0.08333333333333333,0.0,1.0,0.0
0,0.08333333333333333,0.0,0.839,0.161
0,0.08333333333333333,0.275,0.647,0.078
0,0.08333333333333333,0.0,1.0,0.0
0,0.08333333333333333,0.0,0.225,0.775
0,0.08333333333333333,0.0,1.0,0.0
1,0.08333333333333333,0.156,0.844,0.0
0,0.08333333333333333,0.0,0.769,0.231
1,0.08333333333333333,0.0,0.756,0.244
0,0.08333333333333333,0.0,1.0,0.0
0,0.08333333333333333,0.368,0.632,0.0
0,0.08333333333333333,0.18,0.82,0.0
1,0.08333333333333333,0.367,0.633,0.0
1,0.08333333333333333,0.189,0.811,0.0
0,0.08333333333333333,0.576,0.0,0.424
0,0.08333333333333333,0.093,0.617,0.29
0,0.08333333333333333,0.0,0.808,0.192
0,0.08333333333333333,0.144,0.856,0.0
